job_id,submitted_at,job_category,priority_level,region,payload_size_mb,executor_memory_mb,replica_count,retry_count,node_instance_type,node_family,node_vcpus,node_memory,node_network,node_price_hourly,node_spot_price_hourly,cpu_utilization_pct,pod_memory_available_pct,active_thread_count,broker_latency_ms,queue_wait_time_ms,disk_io_mbps,network_io_mbps,gc_pause_time_ms,execution_time_sec,job_cost_usd,target_label
JOB-105228,2026-06-05 08:57,WebScraping,Medium,us-west,25.5,512,3,2,h1.4xlarge,Storage optimized,16 vCPUs,64 GiB,Up to 10 Gigabit,$0.9360 hourly,$0.2886 hourly,76.0,39.2,10,46.7,125.0,50.8,21.18,12.0,44.5,0.03471,Normal
JOB-108490,2026-07-02 17:58,WebScraping,Low,us-east,197.27,1024,3,2,r8i-flex.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1320 hourly,$0.0456 hourly,43.1,33.3,8,12.4,96.9,23.76,30.55,23.5,456.8,0.05025,Normal
JOB-109946,2026-06-22 15:06,DocumentProcessing,Critical,us-west,4.82,512,3,0,r6idn.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 40 Gigabit,$0.7816 hourly,$0.3523 hourly,50.0,89.8,17,106.3,237.8,42.78,31.55,28.9,18.5,0.01205,Normal
JOB-102015,2026-06-07 18:05,ETL,Critical,us-west,35.59,8192,2,0,r8in.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 30 Gigabit,$0.4184 hourly,$0.1617 hourly,71.8,50.1,16,43.0,5.8,47.39,32.59,4.4,70.0,0.01627,Normal
JOB-107227,2026-06-21 16:43,Streaming,Medium,us-east,7.28,2048,1,0,c6i.16xlarge,Compute optimized,64 vCPUs,128 GiB,25 Gigabit,$2.7200 hourly,$0.8791 hourly,52.4,50.0,14,24.6,51.2,49.86,15.85,47.6,22.6,0.01708,Normal
JOB-109807,2026-08-20 17:29,DocumentProcessing,Medium,eu-central,30.19,1024,2,0,r8idb.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 26.66 Gigabit,$0.9379 hourly,$0.3860 hourly,36.4,91.3,17,89.5,42.3,50.43,,9.0,43.9,0.02287,Normal
JOB-101325,2026-07-18 21:21,WebScraping,Low,ap-south,62.36,1024,2,0,c6gn.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 25 Gigabit,$0.1728 hourly,$0.0729 hourly,78.1,59.9,16,156.8,20.8,36.32,41.61,14.0,480.4,0.04612,Bottleneck
JOB-104537,2026-08-15 08:43,DocumentProcessing,Medium,eu-central,28.45,512,1,0,i4i.large,Storage optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1720 hourly,$0.0378 hourly,37.5,55.2,10,31.4,71.2,34.09,30.71,39.5,65.3,0.00312,Normal
JOB-100098,2026-08-05 13:59,ETL,Critical,eu-central,49.22,2048,4,0,m6idn.24xlarge,General purpose,96 vCPUs,384 GiB,150 Gigabit,$7.6378 hourly,$1.2173 hourly,66.4,69.5,15,42.8,178.0,40.63,37.59,26.3,39.8,0.33776,Normal
JOB-100180,2026-06-03 11:12,DocumentProcessing,Low,ap-south,30.29,1024,3,0,r7iz.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1860 hourly,$0.0374 hourly,51.8,35.7,11,32.3,70.0,21.17,16.46,63.8,91.9,0.01424,Normal
JOB-101253,2026-08-22 13:39,WebScraping,Medium,us-east,79.49,512,1,0,x8i.2xlarge,Memory optimized,8 vCPUs,128 GiB,Up to 15 Gigabit,$0.8753 hourly,$0.1926 hourly,52.8,86.4,11,67.0,101.0,28.82,26.71,2.5,115.2,0.02801,Normal
JOB-105691,2026-06-28 10:12,MLTraining,High,us-west,35.67,2048,1,0,x8i.8xlarge,Memory optimized,32 vCPUs,512 GiB,15 Gigabit,$3.5013 hourly,$1.0208 hourly,36.7,86.8,14,70.7,67.4,33.18,45.14,20.3,55.5,0.05398,Normal
JOB-107304,2026-07-21 14:03,WebScraping,Medium,us-west,14.84,4096,3,2,m8i-flex.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 15 Gigabit,$0.8044 hourly,$0.3230 hourly,20.9,39.7,7,62.3,41.6,77.57,41.46,42.4,426.4,0.28583,Bottleneck
JOB-101302,2026-07-21 19:57,DocumentProcessing,Medium,us-west,11.46,4096,2,0,m8in.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1671 hourly,$0.0430 hourly,70.9,43.4,8,93.1,156.2,44.74,38.12,32.5,106.4,0.00988,Bottleneck
JOB-104017,2026-06-21 09:20,ETL,High,us-west,266.28,8192,4,1,i7ie.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.5198 hourly,$0.1327 hourly,84.6,52.3,13,15.6,48.5,23.79,26.12,184.6,1620.6,0.93599,Bottleneck
JOB-109469,2026-08-04 16:07,Aggregation,Medium,ap-south,22.8,1024,1,0,m7i-flex.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.7661 hourly,$0.2995 hourly,75.7,43.7,23,77.3,60.6,53.55,31.99,145.7,46.7,0.00994,Normal
JOB-101109,2026-07-10 15:49,DocumentProcessing,Low,ap-south,42.36,512,3,0,c6g.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 10 Gigabit,$0.2720 hourly,$0.1290 hourly,91.2,34.4,11,126.6,25.8,54.31,26.53,25.3,69.2,0.01569,Normal
JOB-104122,2026-07-02 14:50,WebScraping,High,us-west,15.59,2048,3,0,c9g.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 17 Gigabit,$0.3478 hourly,$0.1462 hourly,34.9,42.8,9,30.2,251.4,46.97,18.88,26.9,42.0,0.01217,Normal
JOB-108210,2026-07-30 09:29,ETL,Medium,us-east,69.92,2048,3,0,m7i-flex.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.0958 hourly,$0.0374 hourly,60.8,70.0,12,25.9,62.4,75.27,31.62,10.6,141.7,0.01131,Normal
JOB-108501,2026-07-23 03:34,ETL,Medium,us-west,19.82,8192,4,0,r7i.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.5292 hourly,$0.1969 hourly,29.2,86.6,13,16.5,30.3,33.88,27.63,44.7,38.0,0.02234,Normal
JOB-105567,2026-06-26 03:21,MLTraining,Medium,us-west,22.18,2048,3,0,m8ib.12xlarge,General purpose,48 vCPUs,192 GiB,50 Gigabit,$4.0099 hourly,$1.4940 hourly,25.5,55.8,11,10.9,120.6,47.93,28.27,219.7,48.7,0.16274,Normal
JOB-102634,2026-06-21 08:57,WebScraping,Critical,us-east,11.94,512,2,1,c6gn.16xlarge,Compute optimized,64 vCPUs,128 GiB,100 Gigabit,$2.7648 hourly,$0.6861 hourly,33.9,65.6,15,29.9,120.8,70.28,32.49,46.2,29.4,0.04516,Normal
JOB-101844,2026-06-25 15:41,DocumentProcessing,Low,US-EAST,30.35,1024,2,0,m8i.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1058 hourly,$0.0355 hourly,61.7,58.2,10,41.0,,27.71,30.05,40.8,76.7,0.00451,Normal
JOB-104520,2026-06-15 07:23,Aggregation,Medium,US-WEST,40.78,1024,1,0,c8gd.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0980 hourly,$0.0367 hourly,39.6,87.2,11,17.0,50.1,38.7,36.24,38.2,74.9,0.00204,Normal
JOB-107336,2026-06-26 21:35,WebScraping,Medium,eu-central,37.1,4096,4,2,c8gd.16xlarge,Compute optimized,64 vCPUs,128 GiB,30 Gigabit,$3.1354 hourly,$0.9031 hourly,36.0,95.3,15,38.2,125.0,21.6,45.83,13.3,33.0,0.11496,Normal
JOB-109750,2026-08-11 23:34,ETL,Low,us-east,14.1,2048,4,1,r6i.8xlarge,Memory optimized,32 vCPUs,256 GiB,12.5 Gigabit,$2.0160 hourly,$1.5831 hourly,61.5,67.6,8,12.1,115.6,42.06,45.68,41.2,36.6,0.08198,Normal
JOB-107915,2026-07-07 16:28,DocumentProcessing,Medium,us-west,21.74,1024,2,1,i7i.large,Storage optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1888 hourly,$0.0463 hourly,28.5,33.3,13,26.0,196.8,37.69,29.14,67.7,243.8,0.02557,Bottleneck
JOB-106730,2026-07-27 15:53,MLTraining,High,us-east,15.84,4096,4,0,m9g.large,General purpose,2 vCPUs,8 GiB,Up to 15 Gigabit,$0.0978 hourly,$0.0403 hourly,16.1,40.6,15,15.0,9.2,44.41,29.12,41.9,121.8,0.01324,Bottleneck
JOB-105990,2026-08-14 06:29,DocumentProcessing,Low,eu-central,24.5,2048,2,0,m1.large,General purpose,2 vCPUs,7.5 GiB,Moderate,$0.1750 hourly,$0.0347 hourly,41.4,45.1,10,14.9,186.8,34.3,50.11,41.9,210.7,0.02048,Bottleneck
JOB-107763,2026-07-22 09:05,Aggregation,High,us-west,127.88,512,2,0,r7gd.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1361 hourly,$0.1361 hourly,69.8,77.4,15,,107.2,37.45,54.87,71.7,101.6,0.00768,Normal
JOB-103572,2026-06-11 12:15,DocumentProcessing,Medium,us-east,24.48,512,2,0,m1.xlarge,General purpose,4 vCPUs,15 GiB,High,$0.3500 hourly,$0.0949 hourly,88.7,68.8,10,20.7,78.7,15.8,23.09,21.5,68.9,0.0134,Normal
JOB-105501,2026-07-29 09:35,DocumentProcessing,High,ap-south,35.7,4096,2,1,m5n.xlarge,General purpose,4 vCPUs,16 GiB,Up to 25 Gigabit,$0.2380 hourly,$0.0777 hourly,26.3,82.8,10,90.3,222.5,44.89,19.26,45.1,420.4,0.05559,Bottleneck
JOB-103044,2026-07-31 22:40,Streaming,Medium,us-east,17.8,512,2,0,m8gb.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 33.33 Gigabit,$0.5820 hourly,$0.1969 hourly,64.6,47.1,8,75.8,52.7,43.2,32.8,226.9,32.7,0.01057,Normal
JOB-100919,2026-07-10 17:14,ETL,High,us-east,14.79,1024,4,0,c6i.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.3400 hourly,$0.1413 hourly,35.4,,10,29.8,76.3,50.24,10.62,34.3,36.6,0.01383,Normal
JOB-100155,2026-07-22 14:11,WebScraping,High,us-east,43.42,2048,5,0,r7iz.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.7440 hourly,$0.2618 hourly,73.2,42.0,9,74.0,258.0,34.18,34.32,89.9,405.9,0.41943,Bottleneck
JOB-104963,2026-08-29 17:30,MLTraining,High,us-east,123.54,1024,2,0,i8g.16xlarge,Storage optimized,64 vCPUs,512 GiB,Up to 37.5 Gigabit,$5.4912 hourly,$1.5859 hourly,40.7,73.9,23,8.6,96.7,29.54,35.85,18.0,119.4,0.36425,Normal
JOB-107240,2026-07-19 18:15,DocumentProcessing,Low,ap-south,33.84,1024,1,0,c8in.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 30 Gigabit,$0.2722 hourly,$0.0865 hourly,89.0,11.0,9,31.6,78.5,26.15,24.04,92.3,386.0,0.02919,Bottleneck
JOB-109030,2026-07-23 14:04,Streaming,Medium,us-east,48.82,2048,2,0,m6gd.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0904 hourly,$0.0357 hourly,41.1,56.7,15,32.1,35.8,36.34,9.77,37.5,62.7,0.00315,Normal
JOB-105492,2026-07-22 07:10,WebScraping,Low,ap-south,113.47,8192,3,0,is4gen.xlarge,Storage optimized,4 vCPUs,24 GiB,Up to 25 Gigabit,$0.5763 hourly,$0.1642 hourly,69.2,58.4,11,66.4,122.3,27.37,21.38,38.3,432.7,0.2078,Bottleneck
JOB-108530,2026-07-14 17:41,Aggregation,Critical,ap-south,24.76,1024,2,0,i7i.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.3775 hourly,$0.1201 hourly,75.2,47.1,16,58.3,9.9,31.39,51.68,13.5,39.8,0.00835,Normal
JOB-100153,2026-08-16 23:46,Aggregation,Medium,EU-CENTRAL,19.02,512,4,0,m5dn.16xlarge,General purpose,64 vCPUs,256 GiB,75 Gigabit,$4.3520 hourly,$1.4419 hourly,78.0,19.8,13,44.4,97.0,32.4,11.43,48.8,32.0,0.15474,Normal
JOB-107778,2026-08-21 14:42,MLTraining,Medium,ap-south,37.4,2048,1,0,i8ge.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.4746 hourly,$0.1371 hourly,82.4,43.7,10,73.2,126.1,40.92,27.11,66.0,421.6,0.05558,Bottleneck
JOB-107710,2026-07-23 02:53,ETL,Medium,eu-central,29.26,2048,1,0,c9g.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 17 Gigabit,$0.6955 hourly,$0.2707 hourly,61.5,61.4,12,57.2,17.0,45.04,28.47,14.7,41.2,0.00796,Normal
JOB-103906,2026-08-01 15:01,ETL,Medium,us-west,34.72,1024,4,0,r9gd.24xlarge,Memory optimized,96 vCPUs,768 GiB,50 Gigabit,$7.6886 hourly,$3.1540 hourly,78.1,83.8,15,36.4,162.9,44.34,39.45,70.9,40.6,0.34684,Normal
JOB-106522,2026-06-20 17:57,DocumentProcessing,Medium,us-east,32.19,1024,3,0,i7ie.large,Storage optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.2599 hourly,$0.0483 hourly,40.6,80.9,10,73.9,123.9,42.77,33.57,46.4,81.3,0.01761,Normal
JOB-106928,2026-08-06 12:26,WebScraping,Low,us-east,19.91,2048,2,0,c8in.large,Compute optimized,2 vCPUs,4 GiB,Up to 25 Gigabit,$0.1361 hourly,$0.0404 hourly,43.4,47.3,8,18.0,119.3,47.64,16.12,34.1,173.7,0.01313,Bottleneck
JOB-109081,2026-06-24 04:40,ETL,Medium,us-west,22.03,1024,3,0,m7i.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1008 hourly,$0.0415 hourly,39.7,19.9,12,25.8,286.4,1.25,21.65,198.7,88.3,0.00742,Bottleneck
JOB-106595,2026-08-12 20:16,WebScraping,Medium,eu-central,15.36,1024,3,0,c8ib.large,Compute optimized,2 vCPUs,4 GiB,Up to 16.66 Gigabit,$0.1361 hourly,$0.0395 hourly,74.8,14.1,14,22.0,90.8,20.47,24.78,65.1,221.2,0.02509,Bottleneck
JOB-101337,2026-07-19 10:05,Aggregation,Low,us-east,13.67,512,1,0,r7a.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1522 hourly,$0.0541 hourly,77.3,21.9,10,20.1,263.3,29.29,31.47,20.5,88.1,0.00372,Bottleneck
JOB-107780,2026-08-13 14:43,DocumentProcessing,High,eu-central,207.34,1024,1,1,m8in.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 40 Gigabit,$0.6683 hourly,$0.2355 hourly,68.9,42.7,10,33.8,95.9,32.77,23.05,110.7,323.0,0.05996,Bottleneck
JOB-100402,2026-06-06 18:17,ETL,Low,us-east,9.76,2048,2,0,m7gd.8xlarge,General purpose,32 vCPUs,128 GiB,15 Gigabit,$1.7086 hourly,$0.6323 hourly,46.3,61.1,14,27.9,75.1,30.54,31.77,54.2,29.6,0.0281,Normal
JOB-105261,2026-07-13 11:35,Aggregation,High,us-east,4.89,4096,3,0,r6g.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.2016 hourly,$0.0520 hourly,79.9,35.8,8,50.0,112.7,25.78,35.86,32.2,36.6,0.00615,Bottleneck
JOB-104419,2026-08-09 00:38,Streaming,Medium,eu-central,5.57,8192,3,3,r5dn.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 25 Gigabit,$0.6680 hourly,$0.2778 hourly,55.1,78.1,16,99.0,23.8,72.92,47.61,32.5,35.1,0.01954,Normal
JOB-104178,2026-08-10 09:13,Aggregation,Low,ap-south,8.5,1024,4,0,m7i.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.2016 hourly,$0.0795 hourly,42.1,43.0,12,72.6,19.7,59.23,53.87,5.3,39.9,0.00894,Normal
JOB-109573,2026-08-02 14:17,Aggregation,Low,us-east,61.1,2048,2,0,r6a.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2268 hourly,$0.1015 hourly,98.0,19.1,11,64.5,24.8,21.61,8.84,82.9,215.6,0.02717,Bottleneck
JOB-108482,2026-08-24 08:37,WebScraping,Low,eu-central,549.78,1024,2,1,r5ad.8xlarge,Memory optimized,32 vCPUs,256 GiB,Up to 10 Gigabit,$2.0960 hourly,$0.6784 hourly,64.9,55.5,21,43.9,33.4,67.24,22.92,23.5,393.5,0.45821,Normal
JOB-109158,2026-07-25 09:01,WebScraping,High,us-east,40.09,512,4,0,r8gb.large,Memory optimized,2 vCPUs,16 GiB,Up to 20 Gigabit,$0.1822 hourly,$0.0610 hourly,56.6,58.0,7,19.0,122.5,40.37,19.13,43.6,94.4,0.01911,Normal
JOB-105614,2026-07-25 12:55,Streaming,Low,ap-south,31.91,512,3,2,m7a.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.4637 hourly,$0.2037 hourly,62.5,67.5,13,35.5,188.0,60.9,5.46,25.9,28.0,0.01082,Normal
JOB-106222,2026-07-01 09:09,MLTraining,Medium,us-east,100.57,2048,2,0,is4gen.large,Storage optimized,2 vCPUs,12 GiB,Up to 25 Gigabit,$0.2882 hourly,$0.1090 hourly,53.4,43.5,10,27.2,138.2,37.96,28.22,35.9,480.5,0.07693,Normal
JOB-103783,2026-06-02 21:20,DocumentProcessing,Medium,ap-south,25.38,4096,5,0,r6g.large,Memory optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1008 hourly,$0.0319 hourly,147.3,55.5,11,66.3,62.4,35.48,22.47,35.2,264.5,0.03703,Bottleneck
JOB-106671,2026-06-26 09:56,MLTraining,Critical,us-east,254.52,8192,4,1,m8i-flex.12xlarge,General purpose,48 vCPUs,192 GiB,Up to 22.5 Gigabit,$2.4132 hourly,$0.8595 hourly,49.5,13.9,16,42.5,122.3,58.87,55.17,77.7,902.4,2.41964,Bottleneck
JOB-103356,2026-07-13 04:58,web_scraping ,High,us-east,15.85,8192,3,0,r7a.16xlarge,Memory optimized,64 vCPUs,512 GiB,25 Gigabit,$4.8688 hourly,$1.1443 hourly,71.8,54.2,15,15.6,220.2,59.0,39.75,21.5,34.1,0.13836,Normal
JOB-109039,2026-07-03 16:33,ETL,Low,us-east,66.6,2048,2,0,m8a.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1217 hourly,$0.0397 hourly,62.4,64.2,11,13.8,83.4,45.51,37.47,34.7,490.3,0.03315,Bottleneck
JOB-108423,2026-08-20 20:23,Streaming,Medium,eu-central,21.95,1024,1,0,m6g.metal,General purpose,64 vCPUs,256 GiB,25 Gigabit,$2.4640 hourly,$0.6012 hourly,17.8,78.9,9,15.6,140.6,32.54,48.82,58.1,16.9,0.01157,Normal
JOB-106261,2026-08-01 17:34,DocumentProcessing,Low,ap-south,53.77,8192,4,0,c7gd.12xlarge,Compute optimized,48 vCPUs,96 GiB,22.5 Gigabit,$2.1773 hourly,$2.1773 hourly,68.3,47.4,12,73.5,36.0,44.78,27.66,27.7,29.6,0.07161,Normal
JOB-100686,2026-08-21 09:21,MLTraining,Medium,eu-central,78.51,4096,4,1,c8i-flex.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1780 hourly,$0.0660 hourly,39.6,32.2,10,53.1,21.8,45.69,27.8,216.1,812.2,0.16064,Bottleneck
JOB-105538,2026-06-01 19:27,WebScraping,Critical,us-east,34.97,1024,3,2,m5zn.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1652 hourly,$0.0427 hourly,66.8,76.6,12,58.0,168.5,52.91,11.58,3.4,1167.4,0.16071,Bottleneck
JOB-104635,2026-06-11 09:41,ETL,Medium,ap-south,138.65,2048,3,0,c8gd.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.3919 hourly,$0.1404 hourly,84.4,70.7,13,40.2,93.0,60.35,30.4,14.8,248.4,0.08112,Bottleneck
JOB-102731,2026-07-15 11:42,ETL,Medium,ap-south,105.38,2048,3,1,r8gd.24xlarge,Memory optimized,96 vCPUs,768 GiB,40 Gigabit,$7.0541 hourly,$3.2700 hourly,75.7,23.6,17,64.9,156.0,26.59,45.95,113.2,226.0,1.32852,Bottleneck
JOB-106591,2026-07-16 06:46,Web Scraping,High,eu-central,13.98,512,4,0,r5a.16xlarge,Memory optimized,64 vCPUs,512 GiB,12 Gigabit,$3.6160 hourly,$1.0180 hourly,73.8,64.4,17,35.0,51.4,54.82,40.58,8.5,34.3,0.13781,Normal
JOB-107150,2026-08-13 13:49,WebScraping,Low,us-east,15.08,2048,1,0,c8id.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1109 hourly,$0.0306 hourly,66.1,59.6,8,104.6,559.7,16.61,16.37,19.6,363.7,0.0112,Bottleneck
JOB-108726,2026-06-21 07:51,MLTraining,Medium,ap-south,11.89,1024,1,0,m9gd.12xlarge,General purpose,48 vCPUs,192 GiB,25 Gigabit,$3.0168 hourly,$0.4290 hourly,60.5,96.3,13,30.1,195.3,24.39,23.38,21.1,41.3,0.03461,Normal
JOB-109846,2026-06-06 15:45,Aggregation,Low,us-west,8.69,8192,3,3,m8idb.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 26.66 Gigabit,$0.7638 hourly,$0.3180 hourly,58.4,69.2,13,59.1,94.8,17.39,41.97,33.3,314.4,0.20012,Bottleneck
JOB-106343,2026-06-09 09:58,Aggregation,Medium,us-west,37.51,512,3,0,m4.large,General purpose,2 vCPUs,8 GiB,Moderate,$0.1000 hourly,$0.0409 hourly,24.8,77.9,13,19.3,108.4,36.9,28.89,7.0,43.0,0.00358,Normal
JOB-100002,2026-08-02 08:05,ETL,High,us-west,20.24,8192,3,1,r6idn.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 40 Gigabit,$0.7816 hourly,$0.3523 hourly,91.6,48.0,14,53.3,139.5,31.96,34.15,123.0,137.4,0.08949,Bottleneck
JOB-109539,2026-07-10 10:25,DocumentProcessing,Low,us-east,35.28,1024,3,0,m6gd.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0904 hourly,$0.0357 hourly,64.4,63.2,4,27.0,263.9,65.45,52.37,30.8,254.9,0.0192,Bottleneck
JOB-102458,2026-06-14 09:50,MLTraining,Low,eu-central,254.31,512,4,0,m7i-flex.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.3830 hourly,$0.1326 hourly,99.5,32.7,10,40.0,163.4,32.03,18.88,63.0,1766.7,0.75183,Bottleneck
JOB-103944,2026-07-24 12:22,Streaming,High,eu-central,57.91,4096,1,0,i8ge.6xlarge,Storage optimized,24 vCPUs,192 GiB,37.5 Gigabit,$2.8476 hourly,$0.7627 hourly,75.4,38.8,18,54.0,60.9,17.61,38.04,41.6,38.8,0.03069,Normal
JOB-107688,2026-07-20 15:59,DocumentProcessing,Low,us-east,40.35,512,3,0,r7a.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1522 hourly,$0.0541 hourly,86.5,76.6,7,5.6,29.7,22.65,24.45,19.1,100.1,0.0127,Normal
JOB-109310,2026-07-28 09:58,Streaming,Medium,eu-central,21.03,512,2,3,m3.2xlarge,General purpose,8 vCPUs,30 GiB,High,$0.5320 hourly,$0.1757 hourly,54.1,37.3,10,49.6,98.3,43.3,29.88,146.0,423.0,0.12502,Bottleneck
JOB-109152,2026-07-14 07:59,DocumentProcessing,Medium,us-east,62.08,1024,2,1,c8i-flex.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0890 hourly,$0.0259 hourly,70.5,49.6,11,29.3,119.0,61.93,22.51,30.7,579.2,0.02864,Bottleneck
JOB-106820,2026-06-06 08:35,WebScraping,Critical,us-east,46.33,4096,2,0,r8id.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 15 Gigabit,$0.6653 hourly,$0.1980 hourly,49.0,73.1,13,13.0,9.2,46.47,39.52,12.6,94.2,0.03482,Normal
JOB-106969,2026-08-01 10:14,Aggregation,Low,us-west,7.68,1024,1,2,m6in.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 40 Gigabit,$0.5569 hourly,$0.1876 hourly,31.3,34.2,12,49.0,121.1,29.99,23.23,59.3,28.1,0.00435,Normal
JOB-105238,2026-08-24 12:29,Streaming,Medium,us-east,10.26,1024,2,0,m8id.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.2610 hourly,$0.0892 hourly,83.1,63.6,9,5.3,135.3,43.44,25.07,27.2,22.5,0.00326,Normal
JOB-109828,2026-06-24 05:49,DocumentProcessing,Medium,us-east,225.57,4096,3,0,m8idb.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 33.33 Gigabit,$1.5275 hourly,$0.6978 hourly,40.7,27.7,15,12.1,148.7,42.24,39.59,40.4,141.5,0.18012,Normal
JOB-100438,2026-08-17 09:12,MLTraining,Medium,us-east,76.76,512,3,0,m5zn.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1652 hourly,$0.0427 hourly,48.5,78.4,17,31.8,82.5,31.3,24.94,5.1,268.7,0.03699,Normal
JOB-107839,2026-08-24 11:35,WebScraping,Medium,us-east,22.88,1024,2,0,c6i.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.3400 hourly,$0.1413 hourly,49.0,39.8,15,29.8,26.2,44.78,26.8,42.4,36.8,0.00695,Normal
JOB-109995,2026-08-25 19:13,MLTraining,Medium,ap-south,91.21,4096,2,2,r7a.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 12.5 Gigabit,$1.2172 hourly,$0.4040 hourly,38.0,57.3,9,104.2,69.4,37.89,35.38,29.6,159.2,0.10765,Normal
JOB-108331,2026-08-02 15:56,ETL,Medium,ap-south,58.48,1024,3,0,r6i.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1260 hourly,$0.0451 hourly,44.0,44.8,10,44.8,216.3,40.07,34.45,124.4,244.1,0.02563,Bottleneck
JOB-102593,2026-06-01 12:16,Streaming,Medium,eu-central,13.27,1024,3,0,m5d.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.1130 hourly,$0.0462 hourly,78.8,51.4,8,79.0,203.4,58.61,32.61,15.0,101.3,0.00954,Bottleneck
JOB-108873,2026-07-23 09:12,ETL,Medium,us-west,21.34,2048,2,3,m6in.12xlarge,General purpose,48 vCPUs,192 GiB,75 Gigabit,$3.3415 hourly,$0.7846 hourly,55.7,20.2,13,41.9,178.0,9.84,16.95,18.6,29.8,0.05532,Normal
JOB-107855,2026-07-12 17:01,WebScraping,Low,us-west,47.87,2048,3,0,m9g.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 17 Gigabit,$0.7827 hourly,$0.3130 hourly,27.2,92.0,11,37.3,88.4,41.59,34.42,46.8,53.6,0.03496,Normal
JOB-103080,2026-06-29 20:33,DocumentProcessing,Medium,us-west,46.22,2048,5,0,r8i.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2778 hourly,$0.1162 hourly,31.4,65.5,14,22.0,146.3,37.88,26.13,43.3,76.9,0.02967,Normal
