job_id,submitted_at,job_category,priority_level,region,payload_size_mb,executor_memory_mb,replica_count,retry_count,node_instance_type,node_family,node_vcpus,node_memory,node_network,node_price_hourly,node_spot_price_hourly,cpu_utilization_pct,pod_memory_available_pct,active_thread_count,broker_latency_ms,queue_wait_time_ms,disk_io_mbps,network_io_mbps,gc_pause_time_ms,execution_time_sec,job_cost_usd,target_label,node_vcpus_n,node_memory_gib,node_price_usd_hr,node_spot_price_usd_hr,node_network_gbps,node_network_burst,submit_hour,day_of_week,is_peak_hour,available_memory_mb,memory_pressure_ratio,memory_pressure_log,payload_size_mb_log,threads_per_vcpu,memory_per_vcpu_gib,is_bottleneck
JOB-107798,2026-07-19 04:25,Streaming,Low,us-east,17.22,4096,3,0,m5.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.3840 hourly,$0.1566 hourly,53.3,54.0,11,52.9,71.0,56.06,38.94,42.3,32.3,0.01034,Normal,8,32.0,0.384,0.1566,10.0,1,4,6,0,17694.72,0.000973171657986111,-6.934950069975778,2.9025198918318122,1.375,4.0,0
JOB-103938,2026-08-22 18:54,DocumentProcessing,Medium,us-west,39.26,2048,2,3,m5d.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.1130 hourly,$0.0462 hourly,47.7,41.5,14,108.2,72.0,68.89,20.19,45.7,1198.4,0.07523,Bottleneck,2,8.0,0.113,0.0462,10.0,1,18,5,0,3399.68,0.011548145707831326,-4.461230399679535,3.695358420211645,7.0,4.0,1
JOB-103311,2026-07-21 17:02,WebScraping,Low,eu-central,53.86,2048,3,2,i3.4xlarge,Storage optimized,16 vCPUs,122 GiB,Up to 10 Gigabit,$1.2480 hourly,$0.5489 hourly,59.3,39.2,8,65.4,34.5,30.88,23.3,62.8,60.9,0.06334,Normal,16,122.0,1.248,0.5489,10.0,1,17,1,1,48971.776000000005,0.0010998171681582468,-6.812611323757582,4.004784485509457,0.5,7.625,0
JOB-104657,2026-08-08 22:23,Streaming,Medium,ap-south,3.53,2048,3,2,c7a.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.4106 hourly,$0.1679 hourly,66.1,49.8,16,63.1,66.4,47.58,15.64,26.2,24.6,0.00842,Normal,8,16.0,0.4106,0.1679,12.5,1,22,5,0,8159.232,0.0004326387581576305,-7.745607454936545,1.5107219394949427,2.0,2.0,0
JOB-100396,2026-07-28 09:05,ETL,Medium,us-west,208.11,2048,3,0,m8idb.8xlarge,General purpose,32 vCPUs,128 GiB,33.33 Gigabit,$3.0550 hourly,$1.2197 hourly,55.9,81.6,12,11.2,59.7,15.69,30.11,30.7,107.4,0.27342,Normal,32,128.0,3.055,1.2197,33.33,0,9,1,1,106954.752,0.001945776097914752,-6.24209435943572,5.3428604292987085,0.375,4.0,0
JOB-106403,2026-08-03 17:43,ETL,Critical,ap-south,27.09,1024,2,0,r8gd.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2939 hourly,$0.2051 hourly,56.0,67.1,12,69.2,81.1,34.53,44.28,23.0,105.6,0.01724,Bottleneck,4,32.0,0.2939,0.2051,12.5,1,17,0,1,21987.327999999998,0.0012320733105905366,-6.699056910291721,3.335413641116152,3.0,8.0,1
JOB-100199,2026-08-19 17:54,WebScraping,Medium,us-west,36.9,512,4,2,c5d.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1920 hourly,$0.0676 hourly,66.4,43.7,21,11.5,54.9,3.05,47.4,55.5,1155.7,0.24655,Bottleneck,4,8.0,0.192,0.0676,10.0,1,17,2,1,3579.9040000000005,0.010307538973112127,-4.57487971234626,3.6349511120883804,5.25,2.0,1
JOB-108609,2026-06-14 08:06,ETL,Medium,us-east,113.65,1024,3,0,r8gb.large,Memory optimized,2 vCPUs,16 GiB,Up to 20 Gigabit,$0.1822 hourly,$0.0610 hourly,51.5,62.5,10,130.3,349.6,46.12,46.26,40.0,658.1,0.09992,Bottleneck,2,16.0,0.1822,0.061,20.0,1,8,6,0,10240.0,0.0110986328125,-4.5009333482949465,4.741884009303914,5.0,8.0,1
JOB-102524,2026-07-24 09:52,ETL,Medium,ap-south,19.44,4096,2,1,r9gd.large,Memory optimized,2 vCPUs,16 GiB,Up to 15 Gigabit,$0.1602 hourly,$0.0573 hourly,79.2,33.2,13,86.5,173.7,41.47,19.57,9.3,330.6,0.02942,Bottleneck,2,16.0,0.1602,0.0573,15.0,1,9,4,1,5439.488,0.00357386577560241,-5.6341074187412925,3.017493765335504,6.5,8.0,1
JOB-100607,2026-07-02 11:27,DocumentProcessing,Medium,us-east,248.06,4096,4,0,c8gb.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 26.66 Gigabit,$0.2370 hourly,$0.0661 hourly,39.7,37.9,19,17.9,37.2,38.61,27.35,12.6,397.1,0.10457,Normal,4,8.0,0.237,0.0661,26.66,1,11,3,1,3104.768,0.07989646891490765,-2.527023620992395,5.517693831293003,4.75,2.0,0
JOB-104923,2026-06-11 02:55,Aggregation,Medium,eu-central,1.97,1024,3,0,r7i.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2646 hourly,$0.0946 hourly,20.4,72.3,16,81.3,155.8,32.58,31.08,32.5,36.2,0.00798,Normal,4,32.0,0.2646,0.0946,12.5,1,2,3,0,23691.264,8.31530137015906e-05,-9.39482810882591,1.0885619528146082,4.0,8.0,0
JOB-100973,2026-07-15 19:16,DocumentProcessing,Medium,us-west,36.56,4096,4,0,c6g.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1360 hourly,$0.0651 hourly,67.5,12.7,9,39.1,84.0,25.84,14.92,49.9,126.7,0.01915,Bottleneck,4,8.0,0.136,0.0651,10.0,1,19,2,0,1040.384,0.03514087106299213,-3.3483904081697937,3.6259396543400624,2.25,2.0,1
JOB-103855,2026-07-06 12:55,DocumentProcessing,Medium,us-west,4.86,4096,5,2,r5n.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 25 Gigabit,$0.5960 hourly,$0.2469 hourly,56.1,25.9,11,91.6,54.8,66.36,32.73,88.7,231.0,0.19122,Bottleneck,8,64.0,0.596,0.2469,25.0,1,12,0,1,16973.824,0.00028632322333494207,-8.158389233764124,1.7681496035889213,1.375,8.0,1
JOB-105630,2026-08-12 17:55,DocumentProcessing,Medium,eu-central,1.56,2048,4,0,m5a.12xlarge,General purpose,48 vCPUs,192 GiB,10 Gigabit,$2.0640 hourly,$0.6404 hourly,62.3,90.7,14,43.9,88.8,18.44,21.25,11.1,28.2,0.06467,Normal,48,192.0,2.064,0.6404,10.0,0,17,2,1,178323.456,8.748148084343992e-06,-11.646668527498788,0.9400072584914712,0.2916666666666667,4.0,0
JOB-100993,2026-07-23 08:02,WebScraping,Critical,us-west,20.32,512,2,0,m6g.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.3080 hourly,$0.1142 hourly,29.2,14.9,10,86.1,65.2,37.51,25.14,79.7,46.7,0.00799,Normal,8,32.0,0.308,0.1142,10.0,1,8,3,0,4882.432,0.004161860318791947,-5.481793112652221,3.0596455992976437,1.25,4.0,0
JOB-107312,2026-08-23 21:53,ETL,Medium,eu-central,40.61,4096,3,0,x8i.8xlarge,Memory optimized,32 vCPUs,512 GiB,15 Gigabit,$3.5013 hourly,$1.0208 hourly,51.9,72.9,19,22.0,20.1,40.48,33.31,23.9,46.4,0.13538,Normal,32,512.0,3.5013,1.0208,15.0,0,21,6,0,382205.95200000005,0.00010625161588273746,-9.149700541967276,3.72834052299485,0.59375,16.0,0
JOB-100224,2026-06-16 02:48,Aggregation,Medium,eu-central,5.83,512,1,0,c8ine.xlarge,Compute optimized,4 vCPUs,8 GiB,6.25 Gigabit,$0.3402 hourly,$0.1068 hourly,58.4,52.4,15,54.7,48.4,19.72,43.03,61.3,22.5,0.00213,Normal,4,8.0,0.3402,0.1068,6.25,0,2,1,0,4292.608,0.0013581487058683206,-6.601632752255793,1.9213246735826988,3.75,2.0,0
JOB-109701,2026-06-18 10:08,DocumentProcessing,Medium,us-east,50.16,4096,3,0,m6i.16xlarge,General purpose,64 vCPUs,256 GiB,25 Gigabit,$3.0720 hourly,$0.8486 hourly,49.9,53.4,19,18.5,17.4,52.0,22.94,100.4,38.7,0.09907,Normal,64,256.0,3.072,0.8486,25.0,0,10,3,1,139984.896,0.000358324372366573,-7.934071913732408,3.934957976710642,0.296875,4.0,0
JOB-104117,2026-08-16 20:20,DocumentProcessing,Critical,us-west,30.42,2048,2,0,c5d.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 10 Gigabit,$0.3840 hourly,$0.1675 hourly,70.5,56.6,10,41.5,87.1,18.1,33.99,29.9,36.9,0.00787,Normal,8,16.0,0.384,0.1675,10.0,1,20,6,0,9273.344000000001,0.003280370058524735,-5.719799040229134,3.4474446328274753,1.25,2.0,0
JOB-102929,2026-08-05 08:52,Aggregation,Medium,us-east,10.11,512,3,0,r6in.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 40 Gigabit,$0.6973 hourly,$0.2320 hourly,60.0,39.8,13,49.7,33.9,53.54,30.83,23.1,24.0,0.01395,Normal,8,64.0,0.6973,0.232,40.0,1,8,2,0,26083.327999999998,0.00038760391312028894,-7.855526582229046,2.4078456036515385,1.625,8.0,0
JOB-108130,2026-07-14 19:38,Aggregation,Medium,us-east,7.96,512,3,0,i4i.24xlarge,Storage optimized,96 vCPUs,768 GiB,56.25 Gigabit,$8.2368 hourly,$2.0812 hourly,54.2,47.0,15,57.1,55.8,10.9,13.3,75.1,23.4,0.16062,Normal,96,768.0,8.2368,2.0812,56.25,0,19,1,0,369623.04,2.1535454066932626e-05,-10.7458099546128,2.192770226986839,0.15625,8.0,0
JOB-101913,2026-06-23 11:29,MLTraining,Low,us-west,38.33,512,5,0,c5n.4xlarge,Compute optimized,16 vCPUs,42 GiB,Up to 25 Gigabit,$0.8640 hourly,$0.3384 hourly,84.9,66.1,12,18.2,387.8,55.26,27.34,11.4,174.2,0.20904,Normal,16,42.0,0.864,0.3384,25.0,1,11,1,1,28428.287999999997,0.00134830489968302,-6.608907105359907,3.671987586443718,0.75,2.625,0
JOB-100506,2026-06-01 14:50,MLTraining,Medium,eu-central,14.54,512,2,1,h1.2xlarge,Storage optimized,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.4680 hourly,$0.1675 hourly,60.8,29.2,9,26.2,124.4,73.65,28.93,88.0,230.8,0.06001,Bottleneck,8,32.0,0.468,0.1675,10.0,1,14,0,1,9568.256,0.0015196081710188356,-6.489302759579951,2.7434173449395014,1.125,4.0,1
JOB-105861,2026-08-14 13:09,DocumentProcessing,Medium,us-east,9.18,512,4,2,x2iezn.4xlarge,Memory optimized,16 vCPUs,512 GiB,Up to 25 Gigabit,$3.3360 hourly,$0.6734 hourly,53.8,38.7,11,31.4,75.3,18.14,51.66,45.8,30.0,0.1112,Normal,16,512.0,3.336,0.6734,25.0,1,13,4,1,202899.456,4.5244083848110464e-05,-10.003438640054206,2.3204250111223765,0.6875,32.0,0
JOB-103752,2026-06-18 22:12,Aggregation,High,us-east,2.9,1024,1,2,m6i.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.0960 hourly,$0.0381 hourly,54.1,38.8,9,25.0,52.6,8.34,24.08,22.7,173.1,0.00462,Bottleneck,2,8.0,0.096,0.0381,12.5,1,22,3,0,3178.4959999999996,0.0009123812016752579,-6.9994526709279965,1.3609765531356006,4.5,4.0,1
JOB-101400,2026-06-14 15:25,ETL,High,eu-central,40.4,2048,2,0,r5.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 10 Gigabit,$0.5040 hourly,$0.1749 hourly,35.8,97.0,15,52.7,180.9,43.65,32.51,18.6,50.2,0.01406,Normal,8,64.0,0.504,0.1749,10.0,1,15,6,1,63569.92,0.0006355206990979382,-7.361065896507312,3.7232808808312687,1.875,8.0,0
JOB-106212,2026-07-30 13:16,DocumentProcessing,High,us-east,10.51,1024,5,0,c9gd.large,Compute optimized,2 vCPUs,4 GiB,Up to 15 Gigabit,$0.1068 hourly,$0.0277 hourly,68.9,42.0,6,23.7,275.7,33.11,28.71,15.1,215.4,0.03195,Bottleneck,2,4.0,0.1068,0.0277,15.0,1,13,3,1,1720.32,0.00610932849702381,-5.09793841412576,2.443216222733791,3.0,2.0,1
JOB-109570,2026-07-14 19:29,ETL,High,ap-south,21.67,512,5,0,z1d.large,Memory optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1860 hourly,$0.0432 hourly,23.6,32.7,16,91.1,160.7,47.39,50.29,219.6,111.9,0.02891,Bottleneck,2,16.0,0.186,0.0432,10.0,1,19,1,0,5357.568,0.0040447456756498475,-5.510336604206083,3.1210424645194377,8.0,8.0,1
JOB-100637,2026-08-27 21:13,MLTraining,Medium,eu-central,36.73,2048,3,0,m8i-flex.12xlarge,General purpose,48 vCPUs,192 GiB,Up to 22.5 Gigabit,$2.4132 hourly,$0.8595 hourly,36.2,54.3,11,29.3,178.1,41.5,29.12,23.0,61.6,0.12388,Normal,48,192.0,2.4132,0.8595,22.5,1,21,3,0,106758.14399999999,0.0003440486938401627,-7.974727358747457,3.6304555339762192,0.22916666666666666,4.0,0
JOB-109738,2026-06-03 10:45,Streaming,Medium,us-east,7.97,1024,3,0,c6a.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0765 hourly,$0.0287 hourly,67.8,68.9,10,30.2,102.2,35.52,21.58,51.6,31.3,0.002,Normal,2,4.0,0.0765,0.0287,12.5,1,10,2,1,2822.1440000000002,0.0028240940221335264,-5.8695676659487415,2.1938856760707046,5.0,2.0,0
JOB-109576,2026-07-09 09:05,DocumentProcessing,Medium,us-east,571.15,1024,3,0,m3.xlarge,General purpose,4 vCPUs,15 GiB,High,$0.2660 hourly,$0.0874 hourly,59.8,32.3,24,6.4,77.3,44.93,13.35,27.5,2904.8,0.6439,Bottleneck,4,15.0,0.266,0.0874,10.0,0,9,3,1,4961.28,0.11512150090299278,-2.1617671787622266,6.349401194763724,6.0,3.75,1
JOB-100984,2026-07-30 14:38,Aggregation,Low,us-east,111.22,2048,1,0,c8gd.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0980 hourly,$0.0367 hourly,80.4,39.8,7,15.7,155.6,44.13,49.72,110.4,379.8,0.01034,Bottleneck,2,4.0,0.098,0.0367,12.5,1,14,3,1,1630.2079999999999,0.06822442289572865,-2.6849526712622263,4.720461230322826,3.5,2.0,1
JOB-109466,2026-06-16 17:28,WebScraping,Low,eu-central,17.02,2048,3,0,m8in.24xlarge,General purpose,96 vCPUs,384 GiB,150 Gigabit,$8.0198 hourly,$2.4360 hourly,52.7,71.6,26,27.5,51.6,37.08,45.1,29.5,27.9,0.18646,Normal,96,384.0,8.0198,2.436,150.0,0,17,1,1,281542.65599999996,6.045265126716714e-05,-9.71365012302046,2.8914822521801917,0.2708333333333333,4.0,0
JOB-101350,2026-08-21 11:36,Streaming,Low,ap-south,16.74,4096,2,0,x8g.large,Memory optimized,2 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.1954 hourly,$0.0609 hourly,39.7,65.2,8,31.2,76.3,30.07,33.23,25.3,29.1,0.00316,Normal,2,32.0,0.1954,0.0609,12.5,1,11,4,1,21364.736,0.000783534137749233,-7.1516959262823665,2.8758219768814333,4.0,16.0,0
JOB-103349,2026-07-27 19:10,Streaming,Medium,us-west,11.08,1024,3,0,c3.2xlarge,Compute optimized,8 vCPUs,15 GiB,High,$0.4200 hourly,$0.2042 hourly,21.0,69.3,12,48.5,15.9,46.47,21.84,47.5,27.5,0.00962,Normal,8,15.0,0.42,0.2042,10.0,0,19,0,0,10644.48,0.0010409151034151034,-6.867655045590292,2.4915511925066687,1.5,1.875,0
JOB-104856,2026-08-05 07:04,MLTraining,Medium,eu-central,218.71,2048,4,0,c6gd.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 10 Gigabit,$0.6144 hourly,$0.1757 hourly,42.5,55.6,18,61.0,105.9,51.24,29.88,16.1,851.0,0.58095,Bottleneck,16,32.0,0.6144,0.1757,10.0,1,7,2,0,18219.008,0.01200449552467401,-4.422474072293164,5.392308494968279,1.125,2.0,1
JOB-107287,2026-07-11 20:36,Aggregation,Medium,us-east,11.2,1024,2,0,m7i.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.8064 hourly,$0.2965 hourly,35.9,35.4,7,24.1,11.5,18.88,54.07,50.0,23.7,0.01062,Normal,16,64.0,0.8064,0.2965,12.5,1,20,5,0,23199.744,0.000482763947740113,-7.635982744809714,2.501435951739211,0.4375,4.0,0
JOB-106568,2026-06-22 06:09,DocumentProcessing,Medium,us-east,112.61,1024,3,0,c8in.large,Compute optimized,2 vCPUs,4 GiB,Up to 25 Gigabit,$0.1361 hourly,$0.0404 hourly,57.0,14.3,7,61.9,72.5,24.65,47.94,11.2,695.7,0.0789,Bottleneck,2,4.0,0.1361,0.0404,25.0,1,6,0,0,585.7280000000001,0.19225647399475523,-1.6489249962881798,4.732771530581813,3.5,2.0,1
JOB-100514,2026-06-05 12:28,WebScraping,Medium,us-east,58.44,4096,2,2,m9gd.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 17 Gigabit,$0.5028 hourly,$0.1571 hourly,62.6,35.4,12,75.9,100.2,43.52,27.64,14.3,581.9,0.16254,Bottleneck,8,32.0,0.5028,0.1571,17.0,1,12,4,1,11599.872,0.005037986626059322,-5.290748755668318,4.084967400409504,1.5,4.0,1
JOB-102451,2026-06-02 06:20,WebScraping,High,ap-south,25.25,4096,3,0,r5dn.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1670 hourly,$0.0439 hourly,79.2,37.6,11,54.7,167.1,78.02,21.11,34.4,134.2,0.01868,Bottleneck,2,16.0,0.167,0.0439,25.0,1,6,1,0,6160.384,0.004098770466256649,-5.497068236525623,3.2676659890376327,5.5,8.0,1
JOB-109991,2026-06-10 14:39,WebScraping,Medium,us-west,37.61,512,3,2,m7g.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1632 hourly,$0.0808 hourly,52.1,77.0,7,136.5,76.6,44.33,29.81,10.4,73.4,0.00998,Normal,4,16.0,0.1632,0.0808,12.5,1,14,2,1,12615.68,0.0029812106838474025,-5.815425791222582,3.653511310276145,1.75,4.0,0
JOB-107492,2026-07-21 13:52,WebScraping,Critical,eu-central,31.98,2048,2,0,c5a.large,Compute optimized,2 vCPUs,4 GiB,Up to 10 Gigabit,$0.0770 hourly,$0.0291 hourly,39.1,94.3,10,36.3,49.4,45.28,27.65,23.8,70.3,0.00301,Normal,2,4.0,0.077,0.0291,10.0,1,13,1,1,3862.528,0.008279551630434784,-4.793966462964856,3.495901317131453,5.0,2.0,0
JOB-106643,2026-06-25 17:04,WebScraping,High,eu-central,61.12,2048,3,0,m3.large,General purpose,2 vCPUs,7.5 GiB,Moderate,$0.1330 hourly,$0.0416 hourly,34.9,58.1,12,50.8,153.9,69.22,55.59,65.8,309.3,0.03428,Bottleneck,2,7.5,0.133,0.0416,1.0,0,17,3,1,4462.08,0.013697647733792312,-4.290531159153227,4.129067998280486,6.0,3.75,1
JOB-104825,2026-06-03 16:08,DocumentProcessing,Medium,ap-south,176.03,2048,1,1,r8idn.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.2345 hourly,$0.0636 hourly,78.5,42.5,6,30.2,41.8,47.06,27.2,21.0,2343.9,0.15268,Bottleneck,2,16.0,0.2345,0.0636,25.0,1,16,2,1,6963.2,0.025280043658088235,-3.677739982723633,5.176319209737187,3.0,8.0,1
JOB-106301,2026-06-18 15:33,WebScraping,Low,ap-south,107.24,2048,5,0,im4gn.xlarge,Storage optimized,4 vCPUs,16 GiB,Up to 25 Gigabit,$0.3638 hourly,$0.1026 hourly,68.4,34.6,18,87.4,156.6,38.75,42.82,72.0,405.7,0.20499,Bottleneck,4,16.0,0.3638,0.1026,25.0,1,15,3,1,5668.8640000000005,0.018917370393786125,-3.967674710547063,4.684350983862532,4.5,4.0,1
JOB-109894,2026-07-18 08:45,ETL,Low,us-west,21.8,1024,1,0,c7gd.8xlarge,Compute optimized,32 vCPUs,64 GiB,15 Gigabit,$1.4515 hourly,$0.5240 hourly,28.2,41.3,16,20.8,23.3,21.42,27.26,113.2,44.9,0.0181,Normal,32,64.0,1.4515,0.524,15.0,0,8,5,0,27066.368,0.0008054276066888621,-7.124137233142977,3.126760535960395,0.5,2.0,0
JOB-100488,2026-07-01 00:29,Streaming,High,us-west,28.03,4096,1,0,m5dn.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1360 hourly,$0.0459 hourly,88.4,6.1,13,39.6,24.3,28.3,37.56,19.6,135.5,0.00512,Bottleneck,2,8.0,0.136,0.0459,25.0,1,0,2,0,499.712,0.05609230917008197,-2.880756567293766,3.3683297780365384,6.5,4.0,1
JOB-109381,2026-07-18 08:52,DocumentProcessing,Low,us-east,26.28,2048,3,0,m5d.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 10 Gigabit,$0.9040 hourly,$0.3445 hourly,52.4,73.8,18,28.4,80.3,60.79,24.56,30.7,44.3,0.03337,Normal,16,64.0,0.904,0.3445,10.0,1,8,5,0,48365.568,0.0005433617568597561,-7.51773524096105,3.3061538329752613,1.125,4.0,0
JOB-101859,2026-07-20 02:16,Streaming,Medium,us-west,11.03,2048,2,0,r6id.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1512 hourly,$0.0464 hourly,42.6,58.2,10,62.4,119.5,21.01,48.25,38.9,34.3,0.00288,Normal,2,16.0,0.1512,0.0464,12.5,1,2,0,0,9535.488000000001,0.0011567315694802403,-6.762156863323124,2.4874035299865875,5.0,8.0,0
JOB-108319,2026-07-18 02:08,DocumentProcessing,Low,eu-central,32.52,512,1,2,c7i.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0893 hourly,$0.0283 hourly,62.1,80.6,11,116.1,27.2,45.55,2.87,17.1,259.4,0.00643,Bottleneck,2,4.0,0.0893,0.0283,12.5,1,2,5,0,3301.3759999999997,0.009850438120347397,-4.620239345564225,3.5121422756138823,5.5,2.0,1
JOB-100596,2026-06-15 11:13,MLTraining,High,us-west,11.72,2048,3,1,m5.8xlarge,General purpose,32 vCPUs,128 GiB,10 Gigabit,$1.5360 hourly,$0.4131 hourly,79.8,59.7,12,45.0,12.5,64.76,13.76,46.9,40.0,0.0512,Normal,32,128.0,1.536,0.4131,10.0,0,11,0,1,78249.984,0.00014977638845268008,-8.806367119780669,2.543175557911976,0.375,4.0,0
JOB-102225,2026-08-02 14:48,Streaming,High,us-east,18.39,1024,1,0,i7i.2xlarge,Storage optimized,8 vCPUs,64 GiB,Up to 12 Gigabit,$0.7550 hourly,$0.3096 hourly,31.7,84.5,11,35.8,94.0,32.59,23.52,24.3,34.8,0.0073,Normal,8,64.0,0.755,0.3096,12.0,1,14,6,1,55377.92,0.0003320818116678994,-8.010129198717932,2.9647574692545606,1.375,8.0,0
JOB-109444,2026-07-21 17:55,WebScraping,High,eu-central,59.2,1024,3,0,a1.large,General purpose,2 vCPUs,4 GiB,Up to 10 Gigabit,$0.0510 hourly,$0.0510 hourly,55.7,46.3,8,27.9,127.7,28.85,53.65,68.2,144.7,0.00615,Bottleneck,2,4.0,0.051,0.051,10.0,1,17,1,1,1896.4479999999999,0.031216252699784022,-3.4668163999334807,4.097672352314776,4.0,2.0,1
JOB-101351,2026-08-12 09:02,Aggregation,High,ap-south,10.33,4096,3,1,i4g.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.3089 hourly,$0.0827 hourly,63.6,44.0,12,42.7,108.8,56.46,18.14,16.6,43.5,0.0112,Normal,4,32.0,0.3089,0.0827,10.0,1,9,2,1,14417.92,0.0007164695046164773,-7.241174873197802,2.4274540750399147,3.0,8.0,0
JOB-105832,2026-08-09 12:29,Aggregation,Critical,ap-south,12.82,512,2,0,m6g.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0770 hourly,$0.0265 hourly,64.3,56.6,10,109.6,52.2,45.82,29.545,22.3,34.9,0.00149,Normal,2,8.0,0.077,0.0265,10.0,1,12,6,1,4636.6720000000005,0.002764914145318021,-5.890745695007811,2.626116818339524,5.0,4.0,0
JOB-104292,2026-08-12 19:53,WebScraping,Medium,us-east,5.18,1024,2,1,r8gd.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1470 hourly,$0.0458 hourly,74.5,64.3,16,10.8,35.5,52.45,14.06,31.6,51.0,0.00416,Normal,2,16.0,0.147,0.0458,12.5,1,19,2,0,10534.912,0.00049169845937014,-7.617644916823325,1.8213182714695995,8.0,8.0,0
JOB-104459,2026-07-19 06:14,DocumentProcessing,Low,us-east,23.14,2048,3,0,c7i.24xlarge,Compute optimized,96 vCPUs,192 GiB,37.5 Gigabit,$4.2840 hourly,$1.4679 hourly,20.2,97.0,18,9.5,73.4,65.1,12.7,18.7,29.2,0.10424,Normal,96,192.0,4.284,1.4679,37.5,0,6,6,0,190709.76,0.00012133621268256014,-9.016945248376995,3.183870215669385,0.1875,2.0,0
JOB-106153,2026-08-29 11:51,WebScraping,Medium,eu-central,41.81,512,5,0,c4.xlarge,Compute optimized,4 vCPUs,7.5 GiB,High,$0.1990 hourly,$0.0752 hourly,57.0,55.7,8,32.1,70.1,40.99,43.09,69.3,84.3,0.0233,Normal,4,7.5,0.199,0.0752,10.0,0,11,5,1,4277.76,0.00977380685218432,-4.628049241718391,3.7567717201568547,2.0,1.875,0
JOB-105648,2026-07-16 10:05,ETL,Low,ap-south,250.34,8192,2,0,r5a.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.2260 hourly,$0.0918 hourly,43.5,88.1,17,61.1,105.0,41.93,24.24,54.2,284.3,0.0357,Normal,4,32.0,0.226,0.0918,10.0,1,10,3,1,28868.607999999997,0.008671703187074348,-4.747690061453344,5.526806604186999,4.25,8.0,0
JOB-107143,2026-06-03 09:53,ETL,Low,eu-central,18.32,1024,2,0,m7a.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.4637 hourly,$0.2037 hourly,72.5,61.8,15,77.9,117.2,28.49,29.64,60.8,155.8,0.04014,Bottleneck,8,32.0,0.4637,0.2037,12.5,1,9,2,1,20250.624,0.0009046634809870551,-7.007947527628749,2.961140828784372,1.875,4.0,1
JOB-100486,2026-08-24 08:56,WebScraping,Medium,ap-south,12.37,2048,4,2,m8g.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.0898 hourly,$0.0415 hourly,79.0,39.4,10,39.4,31.3,22.36,54.62,72.8,510.6,0.05095,Bottleneck,2,8.0,0.0898,0.0415,12.5,1,8,0,0,3227.6479999999997,0.003832512095494924,-5.564234791190689,2.5930133911138515,5.0,4.0,1
JOB-101871,2026-06-17 06:06,DocumentProcessing,Medium,us-east,61.38,1024,1,0,c7gn.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 50 Gigabit,$0.4992 hourly,$0.1388 hourly,47.8,61.7,11,15.3,74.5,53.03,29.9,91.7,63.5,0.00881,Normal,8,16.0,0.4992,0.1388,50.0,1,6,2,0,10108.928,0.006071860438614263,-5.1040902235708945,4.133244711179657,1.375,2.0,0
